Compound	m.z	Method	High.Confidence.Annotation	Compound.Name	HMDB	KEGG
C8p_QI19352__NA	631.3991	C8-pos	TRUE	NA	NA	NA
C8p_QI19512__NA	634.654	C8-pos	TRUE	NA	NA	NA
C8p_QI19533__NA	635.2317	C8-pos	TRUE	NA	NA	NA
C8p_QI20350__NA	652.5793	C8-pos	TRUE	NA	NA	NA
C8p_QI20714__NA	659.7497	C8-pos	TRUE	NA	NA	NA
C8p_QI20725__NA	660.084	C8-pos	TRUE	NA	NA	NA
C8p_QI21071__NA	667.5889	C8-pos	TRUE	NA	NA	NA
C8p_QI21205__NA	670.4167	C8-pos	TRUE	NA	NA	NA
C8p_QI21375__NA	674.0903	C8-pos	TRUE	NA	NA	NA
C8p_QI21385__NA	674.2574	C8-pos	TRUE	NA	NA	NA
C8p_QI21414__NA	674.9263	C8-pos	TRUE	NA	NA	NA
C8p_QI21432__NA	675.4203	C8-pos	TRUE	NA	NA	NA
C8p_QI21706__NA	681.4283	C8-pos	TRUE	NA	NA	NA
C8p_QI21733__NA	681.5956	C8-pos	TRUE	NA	NA	NA
C8p_QI21739__NA	681.7627	C8-pos	TRUE	NA	NA	NA
C8p_QI21741__NA	681.9299	C8-pos	TRUE	NA	NA	NA
C8p_QI21743__NA	682.0965	C8-pos	TRUE	NA	NA	NA
C8p_QI21749__NA	682.2639	C8-pos	TRUE	NA	NA	NA
C8p_QI22065__NA	688.7661	C8-pos	TRUE	NA	NA	NA
C8p_QI22069__NA	688.9332	C8-pos	TRUE	NA	NA	NA
C8p_QI22073__NA	689.1004	C8-pos	TRUE	NA	NA	NA
C8p_QI22076__NA	689.2676	C8-pos	TRUE	NA	NA	NA
C8p_QI22111__NA	689.6017	C8-pos	TRUE	NA	NA	NA
C8p_QI22417__NA	696.1036	C8-pos	TRUE	NA	NA	NA
C8p_QI22424__NA	696.2708	C8-pos	TRUE	NA	NA	NA
C8p_QI22443__NA	696.6053	C8-pos	TRUE	NA	NA	NA
C8p_QI22454__NA	696.7725	C8-pos	TRUE	NA	NA	NA
C8p_QI22456__NA	696.9393	C8-pos	TRUE	NA	NA	NA
C8p_QI22784__NA	703.9429	C8-pos	TRUE	NA	NA	NA
C8p_QI23515__NA	721.8365	C8-pos	TRUE	NA	NA	NA
C8p_QI23759__NA	727.9589	C8-pos	TRUE	NA	NA	NA
C8p_QI24658__NA	756.8586	C8-pos	TRUE	NA	NA	NA
C8p_QI25058__NA	771.875	C8-pos	TRUE	NA	NA	NA
C8p_QI25434__NA	787.6913	C8-pos	TRUE	NA	NA	NA
C8p_QI25445__NA	788.494	C8-pos	TRUE	NA	NA	NA
C8p_QI25564__NA	794.4909	C8-pos	TRUE	NA	NA	NA
C8p_QI25609__NA	796.4968	C8-pos	TRUE	NA	NA	NA
C8p_QI25624__NA	796.6972	C8-pos	TRUE	NA	NA	NA
C8p_QI25626__NA	796.8979	C8-pos	TRUE	NA	NA	NA
C8p_QI25629__NA	797.0985	C8-pos	TRUE	NA	NA	NA
C8p_QI25632__NA	797.2991	C8-pos	TRUE	NA	NA	NA
C8p_QI25840__NA	805.3013	C8-pos	TRUE	NA	NA	NA
C8p_QI25864__NA	805.7033	C8-pos	TRUE	NA	NA	NA
C8p_QI25866__NA	805.9037	C8-pos	TRUE	NA	NA	NA
C8p_QI25868__NA	806.1042	C8-pos	TRUE	NA	NA	NA
C8p_QI25878__NA	806.5036	C8-pos	TRUE	NA	NA	NA
C8p_QI26055__NA	814.1071	C8-pos	TRUE	NA	NA	NA
C8p_QI26058__NA	814.3078	C8-pos	TRUE	NA	NA	NA
C8p_QI26072__NA	814.7091	C8-pos	TRUE	NA	NA	NA
C8p_QI26077__NA	814.9097	C8-pos	TRUE	NA	NA	NA
C8p_QI26237__NA	822.9125	C8-pos	TRUE	NA	NA	NA
C8p_QI26239__NA	823.1131	C8-pos	TRUE	NA	NA	NA
C8p_QI26240__NA	823.3137	C8-pos	TRUE	NA	NA	NA
C8p_QI26261__NA	823.7149	C8-pos	TRUE	NA	NA	NA
C8p_QI26423__NA	831.9182	C8-pos	TRUE	NA	NA	NA
C8p_QI26427__NA	832.3196	C8-pos	TRUE	NA	NA	NA
C8p_QI26768__NA	849.7296	C8-pos	TRUE	NA	NA	NA
C8p_QI28743__NA	969.3502	C8-pos	TRUE	NA	NA	NA
C8p_QI28888__NA	980.106	C8-pos	TRUE	NA	NA	NA
C8p_QI28892__NA	980.3567	C8-pos	TRUE	NA	NA	NA
C8p_QI28893__NA	980.6075	C8-pos	TRUE	NA	NA	NA
C8p_QI28989__NA	991.1125	C8-pos	TRUE	NA	NA	NA
C8p_QI28994__NA	991.3633	C8-pos	TRUE	NA	NA	NA
C8p_QI28995__NA	991.614	C8-pos	TRUE	NA	NA	NA
C8p_QI29001__NA	991.8648	C8-pos	TRUE	NA	NA	NA
C8p_QI29096__NA	1002.1191	C8-pos	TRUE	NA	NA	NA
C8p_QI29101__NA	1002.3699	C8-pos	TRUE	NA	NA	NA
C8p_QI29102__NA	1002.6207	C8-pos	TRUE	NA	NA	NA
C8p_QI29108__NA	1002.8713	C8-pos	TRUE	NA	NA	NA
C8p_QI29109__NA	1003.122	C8-pos	TRUE	NA	NA	NA
C8p_QI29200__NA	1013.1258	C8-pos	TRUE	NA	NA	NA
C8p_QI29203__NA	1013.3765	C8-pos	TRUE	NA	NA	NA
C8p_QI29208__NA	1013.6273	C8-pos	TRUE	NA	NA	NA
C8p_QI29213__NA	1013.878	C8-pos	TRUE	NA	NA	NA
C8p_QI29217__NA	1014.1289	C8-pos	TRUE	NA	NA	NA
C8p_QI29314__NA	1024.6337	C8-pos	TRUE	NA	NA	NA
C8p_QI29317__NA	1024.8846	C8-pos	TRUE	NA	NA	NA
C8p_QI29319__NA	1025.1355	C8-pos	TRUE	NA	NA	NA
C8p_QI29400__NA	1035.3896	C8-pos	TRUE	NA	NA	NA
C8p_QI29405__NA	1035.891	C8-pos	TRUE	NA	NA	NA
C8p_QI29410__NA	1036.1421	C8-pos	TRUE	NA	NA	NA
C8p_QI7180__NA	405.227	C8-pos	TRUE	NA	NA	NA
C8p_QI7341__NA	408.3216	C8-pos	TRUE	NA	NA	NA
C8p_QI10342__NA	464.3002	C8-pos	TRUE	NA	NA	NA
C8p_QI12287__NA	499.8222	C8-pos	TRUE	NA	NA	NA
C8p_QI12662__NA	507.3097	C8-pos	TRUE	NA	NA	NA
C8p_QI12679__NA	507.416	C8-pos	TRUE	NA	NA	NA
C8p_QI12733__NA	508.8949	C8-pos	TRUE	NA	NA	NA
C8p_QI12822__NA	510.5786	C8-pos	TRUE	NA	NA	NA
C8p_QI12835__NA	510.9519	C8-pos	TRUE	NA	NA	NA
C8p_QI12926__NA	512.3326	C8-pos	TRUE	NA	NA	NA
C8p_QI13027__NA	513.8293	C8-pos	TRUE	NA	NA	NA
C8p_QI13121__NA	515.4729	C8-pos	TRUE	NA	NA	NA
C8p_QI13126__NA	515.5803	C8-pos	TRUE	NA	NA	NA
C8p_QI13464__NA	521.7104	C8-pos	TRUE	NA	NA	NA
C8p_QI13471__NA	521.8355	C8-pos	TRUE	NA	NA	NA
C8p_QI13609__NA	524.5833	C8-pos	TRUE	NA	NA	NA
C8p_QI13613__NA	524.668	C8-pos	TRUE	NA	NA	NA
C8p_QI13670__NA	525.6224	C8-pos	TRUE	NA	NA	NA
C8p_QI13721__NA	526.8376	C8-pos	TRUE	NA	NA	NA
C8p_QI13963__NA	531.6222	C8-pos	TRUE	NA	NA	NA
C8p_QI14025__NA	532.842	C8-pos	TRUE	NA	NA	NA
C8p_QI14078__NA	534.2428	C8-pos	TRUE	NA	NA	NA
C8p_QI14089__NA	534.3406	C8-pos	TRUE	NA	NA	NA
C8p_QI14303__NA	537.7187	C8-pos	TRUE	NA	NA	NA
C8p_QI14308__NA	537.844	C8-pos	TRUE	NA	NA	NA
C8p_QI14313__NA	537.9695	C8-pos	TRUE	NA	NA	NA
C8p_QI14317__NA	538.0527	C8-pos	TRUE	NA	NA	NA
C8p_QI14319__NA	538.0948	C8-pos	TRUE	NA	NA	NA
C8p_QI14418__NA	539.5116	C8-pos	TRUE	NA	NA	NA
C8p_QI14667__NA	543.5983	C8-pos	TRUE	NA	NA	NA
C8p_QI14672__NA	543.7235	C8-pos	TRUE	NA	NA	NA
C8p_QI14691__NA	543.9735	C8-pos	TRUE	NA	NA	NA
C8p_QI14890__NA	548.7253	C8-pos	TRUE	NA	NA	NA
C8p_QI14895__NA	548.8507	C8-pos	TRUE	NA	NA	NA
C8p_QI14899__NA	548.976	C8-pos	TRUE	NA	NA	NA
C8p_QI15206__NA	554.1032	C8-pos	TRUE	NA	NA	NA
C8p_QI15258__NA	554.6047	C8-pos	TRUE	NA	NA	NA
C8p_QI15511__NA	559.8571	C8-pos	TRUE	NA	NA	NA
C8p_QI15515__NA	559.9826	C8-pos	TRUE	NA	NA	NA
C8p_QI15806__NA	565.6117	C8-pos	TRUE	NA	NA	NA
C8p_QI16489__NA	578.0822	C8-pos	TRUE	NA	NA	NA
C8p_QI16951__NA	586.6581	C8-pos	TRUE	NA	NA	NA
C8p_QI17036__NA	587.5167	C8-pos	TRUE	NA	NA	NA
C8p_QI17189__NA	591.043	C8-pos	TRUE	NA	NA	NA
C8p_QI17195__NA	591.236	C8-pos	TRUE	NA	NA	NA
C8p_QI17346__NA	593.6643	C8-pos	TRUE	NA	NA	NA
C8p_QI17359__NA	593.976	C8-pos	TRUE	NA	NA	NA
C8p_QI17628__NA	599.2368	C8-pos	TRUE	NA	NA	NA
C8p_QI17695__NA	599.9535	C8-pos	TRUE	NA	NA	NA
C8p_QI17713__NA	600.3786	C8-pos	TRUE	NA	NA	NA
C8p_QI17863__NA	603.2352	C8-pos	TRUE	NA	NA	NA
C8p_QI17968__NA	605.3838	C8-pos	TRUE	NA	NA	NA
C8p_QI17989__NA	605.5269	C8-pos	TRUE	NA	NA	NA
C8p_QI17997__NA	605.6697	C8-pos	TRUE	NA	NA	NA
C8p_QI18023__NA	606.0995	C8-pos	TRUE	NA	NA	NA
C8p_QI18040__NA	606.3862	C8-pos	TRUE	NA	NA	NA
C8p_QI18082__NA	607.3121	C8-pos	TRUE	NA	NA	NA
C8p_QI18340__NA	612.1024	C8-pos	TRUE	NA	NA	NA
C8p_QI18349__NA	612.2456	C8-pos	TRUE	NA	NA	NA
C8p_QI18685__NA	618.53510000000006	C8-pos	TRUE	NA	NA	NA
C8p_QI18703__NA	618.6784	C8-pos	TRUE	NA	NA	NA
C8p_QI18709__NA	618.8214	C8-pos	TRUE	NA	NA	NA
C8p_QI18712__NA	619.0427	C8-pos	TRUE	NA	NA	NA
C8p_QI18999__NA	624.6813	C8-pos	TRUE	NA	NA	NA
C8p_QI19038__NA	625.3964	C8-pos	TRUE	NA	NA	NA
C8p_QI19757__NA	639.3759	C8-pos	TRUE	NA	NA	NA
C8p_QI19920__NA	643.2638	C8-pos	TRUE	NA	NA	NA
C8p_QI20563__NA	656.7451	C8-pos	TRUE	NA	NA	NA
C8p_QI22430__NA	696.4381	C8-pos	TRUE	NA	NA	NA
C8p_QI22631__NA	700.9431	C8-pos	TRUE	NA	NA	NA
C8p_QI22650__NA	701.4334	C8-pos	TRUE	NA	NA	NA
C8p_QI22736__NA	703.4415	C8-pos	TRUE	NA	NA	NA
C8p_QI22774__NA	703.6086	C8-pos	TRUE	NA	NA	NA
C8p_QI22780__NA	703.7758	C8-pos	TRUE	NA	NA	NA
C8p_QI22792__NA	704.1101	C8-pos	TRUE	NA	NA	NA
C8p_QI23072__NA	710.7789	C8-pos	TRUE	NA	NA	NA
C8p_QI23079__NA	710.9463	C8-pos	TRUE	NA	NA	NA
C8p_QI23081__NA	711.1135	C8-pos	TRUE	NA	NA	NA
C8p_QI23083__NA	711.2807	C8-pos	TRUE	NA	NA	NA
C8p_QI23090__NA	711.4478	C8-pos	TRUE	NA	NA	NA
C8p_QI23118__NA	711.6148	C8-pos	TRUE	NA	NA	NA
C8p_QI23355__NA	718.2824	C8-pos	TRUE	NA	NA	NA
C8p_QI23624__NA	725.4546	C8-pos	TRUE	NA	NA	NA
C8p_QI23646__NA	725.622	C8-pos	TRUE	NA	NA	NA
C8p_QI23654__NA	725.789	C8-pos	TRUE	NA	NA	NA
C8p_QI23912__NA	732.9592	C8-pos	TRUE	NA	NA	NA
C8p_QI23931__NA	733.4608	C8-pos	TRUE	NA	NA	NA
C8p_QI24159__NA	740.4643	C8-pos	TRUE	NA	NA	NA
C8p_QI24371__NA	747.8021	C8-pos	TRUE	NA	NA	NA
C8p_QI24588__NA	754.4664	C8-pos	TRUE	NA	NA	NA
C8p_QI25047__NA	771.6751	C8-pos	TRUE	NA	NA	NA
C8p_QI25327__NA	783.4754	C8-pos	TRUE	NA	NA	NA
C8p_QI25513__NA	792.2791	C8-pos	TRUE	NA	NA	NA
C8p_QI25674__NA	798.4928	C8-pos	TRUE	NA	NA	NA
C8p_QI26246__NA	823.5143	C8-pos	TRUE	NA	NA	NA
C8p_QI26414__NA	831.7175	C8-pos	TRUE	NA	NA	NA
C8p_QI26425__NA	832.1189	C8-pos	TRUE	NA	NA	NA
C8p_QI26430__NA	832.5204	C8-pos	TRUE	NA	NA	NA
C8p_QI26592__NA	840.5231	C8-pos	TRUE	NA	NA	NA
C8p_QI26605__NA	840.7235	C8-pos	TRUE	NA	NA	NA
C8p_QI26607__NA	840.9241	C8-pos	TRUE	NA	NA	NA
C8p_QI26611__NA	841.1248	C8-pos	TRUE	NA	NA	NA
C8p_QI26616__NA	841.3253	C8-pos	TRUE	NA	NA	NA
C8p_QI26755__NA	849.3258	C8-pos	TRUE	NA	NA	NA
C8p_QI26774__NA	849.9301	C8-pos	TRUE	NA	NA	NA
C8p_QI26787__NA	850.5299	C8-pos	TRUE	NA	NA	NA
C8p_QI26913__NA	858.1334	C8-pos	TRUE	NA	NA	NA
C8p_QI26923__NA	858.5347	C8-pos	TRUE	NA	NA	NA
C8p_QI26932__NA	858.7354	C8-pos	TRUE	NA	NA	NA
C8p_QI26982__NA	860.7807	C8-pos	TRUE	NA	NA	NA
C8p_QI27104__NA	867.1393	C8-pos	TRUE	NA	NA	NA
C8p_QI27108__NA	867.34	C8-pos	TRUE	NA	NA	NA
C8p_QI27200__NA	871.7837	C8-pos	TRUE	NA	NA	NA
C8p_QI27913__NA	911.5652	C8-pos	TRUE	NA	NA	NA
C8p_QI29013__NA	992.8605	C8-pos	TRUE	NA	NA	NA
C8p_QI29312__NA	1024.383	C8-pos	TRUE	NA	NA	NA
C8p_QI29402__NA	1035.6406	C8-pos	TRUE	NA	NA	NA
C8p_QI29487__NA	1046.1452	C8-pos	TRUE	NA	NA	NA
C8p_QI29491__NA	1046.3962	C8-pos	TRUE	NA	NA	NA
C8p_QI29494__NA	1046.6468	C8-pos	TRUE	NA	NA	NA
C8p_QI29501__NA	1046.8976	C8-pos	TRUE	NA	NA	NA
C8p_QI29508__NA	1047.1481	C8-pos	TRUE	NA	NA	NA
C8p_QI29573__NA	1057.6534	C8-pos	TRUE	NA	NA	NA
C8p_QI29577__NA	1057.9045	C8-pos	TRUE	NA	NA	NA
C8p_QI29673__NA	1068.4093	C8-pos	TRUE	NA	NA	NA
C8p_QI29679__NA	1068.9107	C8-pos	TRUE	NA	NA	NA
C8p_QI29741__NA	1079.4159	C8-pos	TRUE	NA	NA	NA
C8p_QI5986__NA	381.311	C8-pos	TRUE	NA	NA	NA
C8p_QI7053__NA	402.2845	C8-pos	TRUE	NA	NA	NA
C8p_QI7939__NA	419.267	C8-pos	TRUE	NA	NA	NA
C8p_QI9190__NA	443.1831	C8-pos	TRUE	NA	NA	NA
C8p_QI10463__NA	466.3174	C8-pos	TRUE	NA	NA	NA
C8p_QI11165__NA	479.8793	C8-pos	TRUE	NA	NA	NA
C8p_QI11169__NA	480.0235	C8-pos	TRUE	NA	NA	NA
C8p_QI11311__NA	482.8103	C8-pos	TRUE	NA	NA	NA
C8p_QI11717__NA	490.3526	C8-pos	TRUE	NA	NA	NA
C8p_QI11786__NA	491.3365	C8-pos	TRUE	NA	NA	NA
C8p_QI12485__NA	504.3016	C8-pos	TRUE	NA	NA	NA
C8p_QI13917__NA	530.9133	C8-pos	TRUE	NA	NA	NA
C8p_QI14284__NA	537.481	C8-pos	TRUE	NA	NA	NA
C8p_QI14300__NA	537.5934	C8-pos	TRUE	NA	NA	NA
C8p_QI14462__NA	540.487	C8-pos	TRUE	NA	NA	NA
C8p_QI14473__NA	540.6314	C8-pos	TRUE	NA	NA	NA
C8p_QI14497__NA	541.3453	C8-pos	TRUE	NA	NA	NA
C8p_QI14552__NA	542.3472	C8-pos	TRUE	NA	NA	NA
C8p_QI14678__NA	543.772	C8-pos	TRUE	NA	NA	NA
C8p_QI14909__NA	549.1001	C8-pos	TRUE	NA	NA	NA
C8p_QI15211__NA	554.2285	C8-pos	TRUE	NA	NA	NA
C8p_QI15238__NA	554.4793	C8-pos	TRUE	NA	NA	NA
C8p_QI15263__NA	554.73	C8-pos	TRUE	NA	NA	NA
C8p_QI15322__NA	556.2115	C8-pos	TRUE	NA	NA	NA
C8p_QI15500__NA	559.6064	C8-pos	TRUE	NA	NA	NA
C8p_QI15504__NA	559.7318	C8-pos	TRUE	NA	NA	NA
C8p_QI15522__NA	560.1078	C8-pos	TRUE	NA	NA	NA
C8p_QI15545__NA	560.4853	C8-pos	TRUE	NA	NA	NA
C8p_QI15674__NA	562.9252	C8-pos	TRUE	NA	NA	NA
C8p_QI15757__NA	565.1096	C8-pos	TRUE	NA	NA	NA
C8p_QI15796__NA	565.4858	C8-pos	TRUE	NA	NA	NA
C8p_QI15817__NA	565.8614	C8-pos	TRUE	NA	NA	NA
C8p_QI16093__NA	570.8636	C8-pos	TRUE	NA	NA	NA
C8p_QI16205__NA	572.5262	C8-pos	TRUE	NA	NA	NA
C8p_QI16317__NA	574.9385	C8-pos	TRUE	NA	NA	NA
C8p_QI16419__NA	576.618	C8-pos	TRUE	NA	NA	NA
C8p_QI16835__NA	584.513	C8-pos	TRUE	NA	NA	NA
C8p_QI17062__NA	588.3727	C8-pos	TRUE	NA	NA	NA
C8p_QI17144__NA	590.3743	C8-pos	TRUE	NA	NA	NA
C8p_QI17185__NA	590.8762	C8-pos	TRUE	NA	NA	NA
C8p_QI17352__NA	593.8072	C8-pos	TRUE	NA	NA	NA
C8p_QI17700__NA	600.0956	C8-pos	TRUE	NA	NA	NA
C8p_QI18031__NA	606.2429	C8-pos	TRUE	NA	NA	NA
C8p_QI18375__NA	612.5322	C8-pos	TRUE	NA	NA	NA
C8p_QI18423__NA	613.36	C8-pos	TRUE	NA	NA	NA
C8p_QI18665__NA	618.1055	C8-pos	TRUE	NA	NA	NA
C8p_QI18985__NA	624.5382	C8-pos	TRUE	NA	NA	NA
C8p_QI19007__NA	624.8248	C8-pos	TRUE	NA	NA	NA
C8p_QI19014__NA	624.9677	C8-pos	TRUE	NA	NA	NA
C8p_QI19169__NA	627.5614	C8-pos	TRUE	NA	NA	NA
C8p_QI19176__NA	627.8971	C8-pos	TRUE	NA	NA	NA
C8p_QI19327__NA	630.9707	C8-pos	TRUE	NA	NA	NA
C8p_QI19524__NA	635.068	C8-pos	TRUE	NA	NA	NA
C8p_QI19553__NA	635.4038	C8-pos	TRUE	NA	NA	NA
C8p_QI19632__NA	636.9742	C8-pos	TRUE	NA	NA	NA
C8p_QI19634__NA	637.1169	C8-pos	TRUE	NA	NA	NA
C8p_QI19638__NA	637.2601	C8-pos	TRUE	NA	NA	NA
C8p_QI19953__NA	643.5497	C8-pos	TRUE	NA	NA	NA
C8p_QI20223__NA	649.6957	C8-pos	TRUE	NA	NA	NA
C8p_QI20758__NA	660.9121	C8-pos	TRUE	NA	NA	NA
C8p_QI21596__NA	678.9268	C8-pos	TRUE	NA	NA	NA
C8p_QI22120__NA	689.6902	C8-pos	TRUE	NA	NA	NA
C8p_QI22283__NA	693.4357	C8-pos	TRUE	NA	NA	NA
C8p_QI22797__NA	704.2771	C8-pos	TRUE	NA	NA	NA
C8p_QI23390__NA	718.7855	C8-pos	TRUE	NA	NA	NA
C8p_QI23400__NA	718.9523	C8-pos	TRUE	NA	NA	NA
C8p_QI23526__NA	722.4491	C8-pos	TRUE	NA	NA	NA
C8p_QI23658__NA	725.9563	C8-pos	TRUE	NA	NA	NA
C8p_QI23832__NA	730.4388	C8-pos	TRUE	NA	NA	NA
C8p_QI23895__NA	732.4516	C8-pos	TRUE	NA	NA	NA
C8p_QI23910__NA	732.7926	C8-pos	TRUE	NA	NA	NA
C8p_QI23917__NA	733.1267	C8-pos	TRUE	NA	NA	NA
C8p_QI23924__NA	733.2939	C8-pos	TRUE	NA	NA	NA
C8p_QI23951__NA	733.6281	C8-pos	TRUE	NA	NA	NA
C8p_QI23959__NA	734.4677	C8-pos	TRUE	NA	NA	NA
C8p_QI24048__NA	736.8539	C8-pos	TRUE	NA	NA	NA
C8p_QI24146__NA	740.1299	C8-pos	TRUE	NA	NA	NA
C8p_QI24150__NA	740.2966	C8-pos	TRUE	NA	NA	NA
C8p_QI24170__NA	740.6318	C8-pos	TRUE	NA	NA	NA
C8p_QI24175__NA	740.7987	C8-pos	TRUE	NA	NA	NA
C8p_QI24180__NA	740.9655	C8-pos	TRUE	NA	NA	NA
C8p_QI24365__NA	747.6348	C8-pos	TRUE	NA	NA	NA
C8p_QI24376__NA	747.9692	C8-pos	TRUE	NA	NA	NA
C8p_QI24381__NA	748.1368	C8-pos	TRUE	NA	NA	NA
C8p_QI24607__NA	754.97260000000006	C8-pos	TRUE	NA	NA	NA
C8p_QI24610__NA	755.1397	C8-pos	TRUE	NA	NA	NA
C8p_QI24615__NA	755.4741	C8-pos	TRUE	NA	NA	NA
C8p_QI24822__NA	763.4802	C8-pos	TRUE	NA	NA	NA
C8p_QI25060__NA	772.0747	C8-pos	TRUE	NA	NA	NA
C8p_QI25165__NA	777.1533	C8-pos	TRUE	NA	NA	NA
C8p_QI26779__NA	850.1303	C8-pos	TRUE	NA	NA	NA
C8p_QI26784__NA	850.3308	C8-pos	TRUE	NA	NA	NA
C8p_QI26799__NA	850.9216	C8-pos	TRUE	NA	NA	NA
C8p_QI26915__NA	858.3341	C8-pos	TRUE	NA	NA	NA
C8p_QI26942__NA	858.9364	C8-pos	TRUE	NA	NA	NA
C8p_QI27114__NA	867.5406	C8-pos	TRUE	NA	NA	NA
C8p_QI27126__NA	867.7408	C8-pos	TRUE	NA	NA	NA
C8p_QI27274__NA	875.9449	C8-pos	TRUE	NA	NA	NA
C8p_QI27275__NA	876.1454	C8-pos	TRUE	NA	NA	NA
C8p_QI27278__NA	876.2773	C8-pos	TRUE	NA	NA	NA
C8p_QI27279__NA	876.3456	C8-pos	TRUE	NA	NA	NA
C8p_QI27420__NA	884.5501	C8-pos	TRUE	NA	NA	NA
C8p_QI27425__NA	884.7497	C8-pos	TRUE	NA	NA	NA
C8p_QI27436__NA	884.9499	C8-pos	TRUE	NA	NA	NA
C8p_QI27440__NA	885.1506	C8-pos	TRUE	NA	NA	NA
C8p_QI27603__NA	893.9555	C8-pos	TRUE	NA	NA	NA
C8p_QI27605__NA	894.1567	C8-pos	TRUE	NA	NA	NA
C8p_QI27610__NA	894.5585	C8-pos	TRUE	NA	NA	NA
C8p_QI28630__NA	959.8403	C8-pos	TRUE	NA	NA	NA
C8p_QI29308__NA	1024.1322	C8-pos	TRUE	NA	NA	NA
C8p_QI29396__NA	1035.1389	C8-pos	TRUE	NA	NA	NA
C8p_QI29567__NA	1057.4027	C8-pos	TRUE	NA	NA	NA
C8p_QI29579__NA	1058.1549	C8-pos	TRUE	NA	NA	NA
C8p_QI29676__NA	1068.6596	C8-pos	TRUE	NA	NA	NA
C8p_QI29682__NA	1069.1617	C8-pos	TRUE	NA	NA	NA
C8p_QI29742__NA	1079.6667	C8-pos	TRUE	NA	NA	NA
C8p_QI2959__NA	313.2371	C8-pos	TRUE	NA	NA	NA
C8p_QI3898__NA	337.2121	C8-pos	TRUE	NA	NA	NA
C8p_QI11944__NA	494.3197	C8-pos	TRUE	NA	NA	NA
C8p_QI12053__NA	496.2074	C8-pos	TRUE	NA	NA	NA
C8p_QI12621__NA	506.3488	C8-pos	TRUE	NA	NA	NA
C8p_QI12898__NA	511.5739	C8-pos	TRUE	NA	NA	NA
C8p_QI13292__NA	519.0815	C8-pos	TRUE	NA	NA	NA
C8p_QI13392__NA	520.8357	C8-pos	TRUE	NA	NA	NA
C8p_QI13727__NA	527.0885	C8-pos	TRUE	NA	NA	NA
C8p_QI13742__NA	527.3361	C8-pos	TRUE	NA	NA	NA
C8p_QI13765__NA	527.5047	C8-pos	TRUE	NA	NA	NA
C8p_QI13834__NA	529.2292	C8-pos	TRUE	NA	NA	NA
C8p_QI13846__NA	529.35	C8-pos	TRUE	NA	NA	NA
C8p_QI13938__NA	531.3352	C8-pos	TRUE	NA	NA	NA
C8p_QI13966__NA	531.7663	C8-pos	TRUE	NA	NA	NA
C8p_QI14028__NA	532.9672	C8-pos	TRUE	NA	NA	NA
C8p_QI14888__NA	548.5997	C8-pos	TRUE	NA	NA	NA
C8p_QI15004__NA	550.351	C8-pos	TRUE	NA	NA	NA
C8p_QI15033__NA	550.6321	C8-pos	TRUE	NA	NA	NA
C8p_QI15170__NA	553.3531	C8-pos	TRUE	NA	NA	NA
C8p_QI15201__NA	553.8525	C8-pos	TRUE	NA	NA	NA
C8p_QI15453__NA	559.2096	C8-pos	TRUE	NA	NA	NA
C8p_QI15525__NA	560.2333	C8-pos	TRUE	NA	NA	NA
C8p_QI15762__NA	565.2349	C8-pos	TRUE	NA	NA	NA
C8p_QI15809__NA	565.7365	C8-pos	TRUE	NA	NA	NA
C8p_QI15834__NA	566.3571	C8-pos	TRUE	NA	NA	NA
C8p_QI15910__NA	567.5606	C8-pos	TRUE	NA	NA	NA
C8p_QI15988__NA	568.6951	C8-pos	TRUE	NA	NA	NA
C8p_QI16036__NA	569.7897	C8-pos	TRUE	NA	NA	NA
C8p_QI16089__NA	570.7384	C8-pos	TRUE	NA	NA	NA
C8p_QI16098__NA	570.9891	C8-pos	TRUE	NA	NA	NA
C8p_QI16101__NA	571.1142	C8-pos	TRUE	NA	NA	NA
C8p_QI16104__NA	571.2397	C8-pos	TRUE	NA	NA	NA
C8p_QI16376__NA	575.8647	C8-pos	TRUE	NA	NA	NA
C8p_QI16381__NA	576.116	C8-pos	TRUE	NA	NA	NA
C8p_QI16385__NA	576.2414	C8-pos	TRUE	NA	NA	NA
C8p_QI16406__NA	576.4922	C8-pos	TRUE	NA	NA	NA
C8p_QI16421__NA	576.7437	C8-pos	TRUE	NA	NA	NA
C8p_QI16693__NA	581.7452	C8-pos	TRUE	NA	NA	NA
C8p_QI16695__NA	581.8701	C8-pos	TRUE	NA	NA	NA
C8p_QI16703__NA	582.121	C8-pos	TRUE	NA	NA	NA
C8p_QI16758__NA	583.3435	C8-pos	TRUE	NA	NA	NA
C8p_QI16792__NA	583.539	C8-pos	TRUE	NA	NA	NA
C8p_QI17049__NA	587.8745	C8-pos	TRUE	NA	NA	NA
C8p_QI17284__NA	592.7516	C8-pos	TRUE	NA	NA	NA
C8p_QI17573__NA	598.0442	C8-pos	TRUE	NA	NA	NA
C8p_QI17903__NA	603.5235	C8-pos	TRUE	NA	NA	NA
C8p_QI17917__NA	603.8834	C8-pos	TRUE	NA	NA	NA
C8p_QI18067__NA	606.669	C8-pos	TRUE	NA	NA	NA
C8p_QI18391__NA	612.6756	C8-pos	TRUE	NA	NA	NA
C8p_QI18673__NA	618.3918	C8-pos	TRUE	NA	NA	NA
C8p_QI19017__NA	625.1115	C8-pos	TRUE	NA	NA	NA
C8p_QI19022__NA	625.2542	C8-pos	TRUE	NA	NA	NA
