Species	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10369.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10395.Gastrectomy	10742.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum	0	0	0.02484	0.36895	0.00881	0	0.01766	0.00729	0	7.1e-4	0.01983	7.1e-4	0	0	0.42929	0.02334	0	0.03225	0	0	0	0.02372	0.71461	0.08155	0	0	0.00673	0.01754	0.1608	0.01068	0	0.02577	0	0.5268	0	0	0.20498	0.00573	0.33261	0	0.00167	0.01645	0.01308	0.01563	0	0.03021	0	0.01696	4.3e-4	0.14863	0.77851	0	0.00371	0	0.00629	0.08092	0.005	0	0.08927	0	0.07593	0.05072	0.07494	0.00178	0	0.01941	0.23518	0.03629	0.02911	9.9e-4	0	0	0	0.02365	0.24181	0	0.0344	0	0	1.36266	0	0.1419	0	0	0.08315	0	0	0.0238	0.00348	0.13743	0	0.00109	0	0.00573	0	0.44494
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	1.42699	0.09365	0.59917	0	0.36944	0.09386	1.0238	0.70135	1.31431	0	0.25524	0.56272	0	0	2e-4	0	0.68868	0.14104	0	0.74842	0.09591	0.1666	0	0.05917	0.494	0.56305	1.29102	0.98328	0	0.74412	0	0.10098	0.08725	0	0.15968	0.0458	0.08216	0.2624	0	2.75932	0.43921	0.7225	0.30681	0.22997	2.44544	0.30469	1.04225	2.92915	0.07196	0	0.1231	0.20838	1.97521	0	0.62994000000000006	0	0.84115	2.47896	2.59894	0.81317	0.75682	0.00141	0	0.9437	0.05138	2.33352	1.48641	0.4498	0.05345	0.26977	2.70791	0.63964	3.06177	2.35828	0.15383	0.53417	0.04728	0.35141	0	0	0.25036	0.07088	0.34346	1.42037	0.0594	2.00554	0.63714	0.59026	0.55668	0.22166	2.82394	0.12889	1.4757	0.07325	0.33551	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	0.01884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei	0.08434	0.06924	0	0	0.01996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00668	0	0	0.00953	0	0	0	0	0	0	0	0	0	0	3.2e-4	0	0.04324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	0	0	0.22809	0	0.17245	0.09231	0.47577	0	0.18829	0.27999	0.16672	0.17097	0	0	0	0.1932	0	0.12996	0	0.39834	0.02625	0.0395	0	0.08699	0.32206	0.05868	0.54562	0.16605	0	0.0993	0	0	0.21098	0.09012	0	0.06444	0.00464	0.11985	0	0	0	0.05619	0	0.27304	0.32585	0	0	0	0.05311	0.23491	0.41551	0.18787	0.20167	0	0	0	0.06053	0.43117	0	0.12116	0	0	0.53519	0.04859	0.04925	0.5758	0.46227	0.3913	0.09007	0.11918	0.25516	0.32604	0.79296	0	0	0.76706	0	0.01943	0	0	0	0.077	0.25794	0.23579	0.11414	0.67445	0	0	0.11863	0	0.26449	0.06537	0	0.19719	0.09521	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	3.13588	0	0.35596	0	0	0.19843	0.56547	0	0.70794	0	0.24551	0	0	0	0	0.41908	0	0.3332	0	2.12678	0.17037	0.1784	0	0.08243	0.8437	0.10229	0.85659	0.51336	0	0.41235	0	0.3815	0.51876	0	0	0.40194	0.78694	0	0	1.39711	0.23387	0	0.37095	0	0.32183	0.06863	0	1.2139	0.25226	0	0	0.3483	0	0	0	0	0.05332	0	0	0	0	0.04115	0	0.11203	0	1.46275	0	0.81225	0.33336	0.53427	1.0747	0.16905	1.73076	0.87587	0	0.24036	0.02122	0.2344	0	0	0.03732	0	0	0.43438	0.18297	0.88121	0	0	0.58044	0	0	0	0.98785	0.12184	0.34275	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5076	0	0	0	0	0	0	0	0	0	1.7e-4	0	0	0	0	0	0	0	0	0	0	0	0	0.10345	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1	0	0	0	0	0.42991	0	0	0	0	0	0	0	0	0	0	0	0	0.66927	0	0	2.50169	0	0	0	0	0	0.39875	0	0	0	0	0	0	0	0	0.15397	0	0	0	0	0	0	0	0	0	1.66611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.40027	4.89253	0	2.76341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42451	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_noname|s__Coriobacteriaceae_bacterium_phI	0.00533	0	0	0	0	0	0	0	0.31565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_durum	0	0	0	0	0	0	0	0	0	0	0	0.00661	0	0	0	0	0.06776	0	0	9.9e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025	0	0	0	0	0	0	0.00233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans	0.00147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39614	0.00231	0.00137	0	0	0.00991	0	0	0.00624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00687	0	0	0	0	0.24244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00221	0.01195	0	0.01707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10324	0	0	0	0	0	0.02176	0.00387	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05102	0	0	0	0.09222	0.08263	0	0	0	0	0	0.03822	0	0	0	0.14735	0	0	0	0	0	0	0	0	0	0.06332	0	0	0	0	0	0	0	0	0	0	0.79924	0	0	0.08745	0	0	0	0	0.03875	0	0	0	0	0.01565	0.16959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02753	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0	0	0	0	3.59988	6.58539	0	0	0	1.27096	0	0.05256	0	0	0	0	0	1.50315	0	0	0	0	0	0	0	0.01236	0.01004	0	2.47183	0	7.00019	0.06048	0	0	0	0	0	0	0.69545	0	0	0	2.34705	0	0	0	0.08028	0	0	0	0	13.80195	0	0	2.65836	3.12161	0	0	0	0	0.29789	0	0	0	1.9e-4	2.93665	0	0.00176	0	0.00164	0	0.00133	0.40067	0	0	0	0.01166	0	0	0.00524	0	5.5e-4	6.50268	0	0	0	2.5e-4	0	0	5.59046	0	0.00594	28.06732	0.00105	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_succinatiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	0	0	0.87151	0	0.25941	0.21071	1.17349	0	0.62192	0.9174	0.40875	0.0715	0	0.82773	0	0.70962	0	0.27212	0	0.9476	0.27236	0.04764	0	0.24857	1.61595	0.92933	0.69729	0.24995	0	0.1675	0.72073	0.04354	0.36082	0	0	0.16742	0	0.21393	0	0.41888	0.19904	0.04384	0.17057	0.28015	2.14268	0.45283	0.27422	0.69632	0.09518	0	0.2471	0.03576	0	0	0.15391	0	0.00417	0.71392	0.82245	0.92068	0.95432	0.14976	1.27203	0.48898	0.10134	2.9521	0	0.4032	0.26851	0.17158	2.00926	0.55378	0.18842	0.10738	0	0.36572	0.04248	0.59342	0	0.80424	0	0.34628	1.52266	0.25128	0.21502	0.95623	0	0	0.39389	0	1.00468	0.5447	0.06837	0.10018	0.06487	0.32645
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0.59314	0.16478	0.02889	0	0.46477	0.14982	2.77473	0.02773	0	1.59583	0.80665	0	0	0	0	0.2033	0	0.08123	0	2.32659	0.08956	0.0847	0	0.07665	0.29683	0.0505	1.57491	0.03456	0	0.11134	1.01842	0.02999	0.04689	0.15536	0	0.1669	0.00369	0.12886	0	0.04924	0	0	0.05081	0.44006	0.57587	0.16926	1.79553	0.30511	0.04914	0	0	0.04303	3.82979	0	0.04055	0	0.64549	0.27635	0	0.15381	0	0.03504	0	0.46707	0.02014	1.1866	0	0.05761	0.2703	0.047	1.72277	0.61579	0.24632	0.2152	0.01837	0.10201	0.01204	1.29658	0	0	0	0.11164	0.16805	0.05555	0.2254	1.46359	0	0.07124	0.12717	0.03341	0.14637	0.05241	2.09019	0.10144	0.38893	0.83401
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Dysgonomonas|s__Dysgonomonas_gadei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella|s__Eggerthella_lenta	0	0	0.02358	0	0	0	0.03827	0.00401	0	0.00141	0	0	0.00635	0.00773	0.00253	0.04004	0	0	0.00733	0.0079	0	7e-4	0.74942	0	0	0	0	8.6e-4	0.00148	0.00722	0.31399	0	0	0.03088	0	0	0	0	0.50393	0	0	0.01126	0	0	0	0.00118	0.05904	1.4e-4	0	0.04148	0.01641	0	0.02061	0.3469	0.03062	0	0	0.02053	0.00561	0	0.01819	0	0.09017	0.00715	0	0	0.39251	0	0	0	0	0.0067	0.07945	0.0066	0	0	0	0	0.01578	0.03085	0	0	0	0.01159	0	0	0.01474	7.6e-4	0	0	0	0	0.1166	0	0	3.3e-4
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens	0	0	0	0	0	0	0	0	0	0	0	0.01406	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_aerogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00897	0	0	0	0	0	0	0	0	0.04007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00714	0	0	0	0	0	0	0	0	0	0	0	0.01624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.14705	0	0	0	0	0	0	0	0	0	0	0	0.54181	0	0	0	0	0	0	0	0	0	0	0	0.41331
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_asburiae	0	0	0	0	0	0	2.4e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae	0	0.01454	0	0	0	0	0.44226	0.00363	0	0.00226	0	0.25088	0	0	0	0.21716	0	0	0	0	0	0	0	0	0	0.02003	0.07794	0	0	0	0	0	0	0.00553	0.12204	0.04836	0	0.03919	0	10.68665	0.45813	0	0	0	0.05746	0	0	0	0	0	0	0	0	0	0	0	0	0.04409	0	0	0.0186	2.03916	0.17118	0	0	0	0	0	0.0925	0.0031	0	0	0.00917	0	0	0	0.05053	0	0	0	0.26929	0	0	0.01533	0	0	0	0	0	2.79486	0.00165	0	0	0.01782	0.00164	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_hormaechei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.8e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_mori	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197	0	0	0	0	0	0.04657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium	0	0	0	0	0	0	0	0	0	0	7.2e-4	0	0	0	0	0	0	0	0	0.00334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus	0	0	0	0	0	0	0	0	0	0	0.00359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48341	0.00324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0	0	0	0	0.03812	0	0	0	0	0	0	0	0	0	0.02864	0	0	0	0	0.14561	0	0	0	0	0.01258	0	0.00274	0	0	0	0.03189	0	0	0	0.01511	0.00195	0	0.10863	0	0	0	0.08054	0	0	0	0.04913	0	0	0	0.21503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0086	0	0	0	0	0	0	0.06729	0	0	0.00192	0.00107	0	0	0	0	0	0.02943	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00523	0.75713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164	0	0	0	0	0.60361	0	0.00391	0	0	0	0	0	0	0	0	0	3.65029	0	0	0	0.00213	0	0.12809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum	0	0	0	0.04631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_raffinosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_2_2_44A	0	0	0.00553	0	0	0	0.00747	0	0	0.00215	0	0	0	0	0	0	4.8e-4	0	0.00447	0	0	0	0	0	0	0	0	0	0.00256	0	0.02235	0	0	0	0	0	0.00238	0.0131	0.01507	0	0	0	5e-4	0	0	0	0	0.01837	0	0.0161	0.00254	0	0	0	0.00463	0	0	0	0.00942	0	0	0	3.5e-4	0.00442	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00374	0.00194	0.00423	0	0	0	0	0	0	0	0.00254	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_21_3	0.00491	0	0	0	0	0	0	0	6.3e-4	0.00907	0	0	0.00691	0	0	0	3.4e-4	0	0	2.6e-4	0	6.3e-4	0	0.00255	0	0	3.4e-4	0	0.01652	0	0.01528	0	0	0.00937	0	0	0	0.01696	0	0	0	0	0.0014	0.00197	0	0	0.00148	0	0	0.01024	0	0	0	0.03178	0	0	0.00476	0.00205	0.01409	0	0	0	0.00429	0	0	0	0.00507	0	0	0	0	0	0	0	0	2.5e-4	0	0	0	0.02143	0	0	0	0	0	0	0	0.00151	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_3_1_53	0	0	0.00741	0	0	0	0	0	0	0.07997	0	0	0	0	0	0	0	0	0	0	0	0	0.46204	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17301	0	0.00994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_5_2_54FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00227	0.05283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Erysipelotrichaceae_bacterium_6_1_45	0	0	0.0135	0	0	0	0	0	0	0.00948	0	0	0	0	0	0	0	0	0.00977	0	0	0	0	0	0	0	0	0	0	0	0.04139	0	0	0	0	0	0.00151	0	0	0	0	0	0	0	0	0	0	0	6.1e-4	0.00327	0	0	0	0	0	0.00582	0	0	0.00295	0	0	0	0	0	0	0	0.05026	0	0	0	0	0	0	0	0	0.00206	0	0	0.04989	0.03368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0.23748	4.71811	0.03822	4.76419	37.21059	0	0.03967	0.65628	0.02568	0	0	0	0.043	0	21.71534	0	2.55192	0	1.73656	0.0097	0	0.26581	8.60624	0	11.40967	0.04028	0.0364	0	0.41092	0.00285	1.88432	0	25.08411	0.01255	0.03931	0.70052	0	0	37.40821	0.12211	2.39154	0	1.24331	0.03584	9.60589	0.68629	0.00463	14.01596	0.06619	0.26989	0.01457	0	0	1.16083	1.96617	0.73756	0.07224	0	0.15481	2.02118	0.03224	0	0.24201	0.4958	40.77182	0.37724	2.94942	3.44407	0	0.01509	0.15267	0.0877	0.01688	0.04136	0.17659	0	8.9992	8.93088	3.56573	20.0371	0.90172	0.13103	25.01922	1.85503	0.17877	12.95551	0	23.59084	16.58102	0.08542	0	17.13081	0	4.28135	0.00931	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme	0.62839	0	0.15153	0	0.54136	0.37056	0	0	0	0	0.1239	0	0	3.33638	0	0	0	1.04913	0	3.43786	0.66539	0.36375	0	0.21931	1.33942	0.02778	2.03947	0	0	0.00254	0	0.1023	0	0	0	0.6204	0.66377	0.36232	0	2.46376	0	0	1.03784	0	2.06153	0.09219	0	0	0	0.41742	0	4.78128	0	0	0	0	0	0	0	2.90819	0	0.54364	0	0	0.45315	0	0	2.18427	0	0.61606	0.59328	0	7.88492	0	0	0	0.09305	0	0	0	0	0.00901	0	0	0.42743	6.71961	0	1.67076	0.49649	0	0.9319	1.62659	0	0.10594	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_brachy	0	0	2.4e-4	0	0	0	0	0	0	0.02266	0	0	8e-4	0	0	0	0.07917	0	0	0	0	0	0	0	0	0	0.00117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00396	0.00519	0	0.0044	0	0	0	0.00537	0	0	0.00182	0	0.00641	0.00781	0	0	0	0.01661	0	0	0	0	0.00751	0	0	0	0	0	0	0.1023	0	0	0	0.01475	0.0021	0	4.5e-4	0	0.02634	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_cylindroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02769	0	0	0	0	0	0	0	0.09814	0	0	0	0	0	0.17864	0	0	0	0	0	0	0	0	0	0	0	0	0.27659	0.02335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4e-4	0	0	0	0	0	0	0.00227	0
